domaine,universite,etablissement,code_specialite,specialite,score_2023,score_2024,score_2025
علوم تجريبية,جامعة تونس المنار,كلية العلوم بتونس,10507,اجازة  في الرياضيات,112.5266,115.565,111.157
علوم تجريبية,جامعة تونس المنار,كلية العلوم بتونس,10510,اجازة  في علوم ارض,91.7666,90.9335,78.9066
علوم تجريبية,جامعة تونس المنار,كلية العلوم بتونس,10512,اجازة  في علوم احياء  و المحيط,77.1636,82.9718,78.5868
علوم تجريبية,جامعة تونس المنار,كلية العلوم بتونس,10513,اجازة  في علوم الحياة و ارض,115.245,115.3728,112.0095
علوم تجريبية,جامعة تونس المنار,كلية العلوم بتونس,10514,اجازة  في الكيمياء - علم احياء,99.815,99.6718,93.0052
علوم تجريبية,جامعة تونس المنار,كلية العلوم بتونس,10518,مرحلة تحضيرية مندمجة,175.3183,171.6267,173.925
علوم تجريبية,جامعة تونس المنار,كلية العلوم بتونس,10524,اجازة  في هندسة نظم إعلامية,161.2437,158.0604,155.1393
علوم تجريبية,جامعة تونس المنار,كلية العلوم بتونس,10573,اجازة  في تكنولوجيات المعلومات وإتصالات,137.87,132.8815,116.935
علوم تجريبية,جامعة تونس المنار,كلية العلوم بتونس,10629,اجازة  في الكترونيك  والكهروتقنية والية,131.2783,102.4717,117.058
علوم تجريبية,جامعة تونس المنار,كلية العلوم بتونس,10832,مرحلة تحضيرية:   بيولوجيا -  جيولوجيا,121.7667,120.78,111.1188
علوم تجريبية,جامعة تونس المنار,كلية العلوم بتونس,11422,المرحلة التحضيرية العلمية: فيزياء - كيمياء,138.025,123.495,114.6
علوم تجريبية,جامعة تونس المنار,كلية العلوم بتونس,11509,اجازة  في علوم احياء,110.3491,113.5786,109.4252
علوم تجريبية,جامعة تونس المنار,كلية العلوم بتونس,12523,اجازة  في علوم إعلامية,176.9031,170.8683,163.8331
علوم تجريبية,جامعة تونس المنار,كلية الطب بتونس,10700,الـطــب,186.645,181.64,184.795
علوم تجريبية,جامعة تونس المنار,المدرسة العليا لعلوم وتقنيات الصحة بتونس,10740,اجازة  في الـتـبـنـيـج وانعاش,171.9651,169.7769,171.1198
علوم تجريبية,جامعة تونس المنار,المدرسة العليا لعلوم وتقنيات الصحة بتونس,10741,اجازة  في التصوير الطبي والمداواة باشعة,159.2802,154.1282,161.4202
علوم تجريبية,جامعة تونس المنار,المدرسة العليا لعلوم وتقنيات الصحة بتونس,10742,اجازة  في حفظ الصحة والوقاية والمحيط,117.93,120.115,123.89
علوم تجريبية,جامعة تونس المنار,المدرسة العليا لعلوم وتقنيات الصحة بتونس,10743,اجازة  في البيولوجيا الطبية,147.8954,148.8798,151.6083
علوم تجريبية,جامعة تونس المنار,المدرسة العليا لعلوم وتقنيات الصحة بتونس,10745,اجازة  في تقويـم النطـق والكم,142.165,141.12,147.23
علوم تجريبية,جامعة تونس المنار,المدرسة العليا لعلوم وتقنيات الصحة بتونس,10746,اجازة  في أجهزة جراحة العظام,135.63,130.725,131.6
علوم تجريبية,جامعة تونس المنار,المدرسة العليا لعلوم وتقنيات الصحة بتونس,10747,اجازة  في التغذية البشرية,144.26,141.995,141.63
علوم تجريبية,جامعة تونس المنار,المدرسة العليا لعلوم وتقنيات الصحة بتونس,10748,اجازة  في العج  بالعمل,131.54,128.265,135.94
علوم تجريبية,جامعة تونس المنار,المدرسة العليا لعلوم وتقنيات الصحة بتونس,10750,اجازة  في أدواتية قاعة العمليات الجراحية,145.4237,148.9119,150.9449
علوم تجريبية,جامعة تونس المنار,المدرسة العليا لعلوم وتقنيات الصحة بتونس,10754,اجازة  في الرعـايـة الصحية للطفل,134.705,143.4068,148.516
علوم تجريبية,جامعة تونس المنار,المدرسة العليا لعلوم وتقنيات الصحة بتونس,10799,اجازة  في علوم الـتــولـيـــد - قابلة,155.5513,152.5767,154.294
علوم تجريبية,جامعة تونس المنار,كلية الحقوق والعلوم السياسية  بتونس,10301,اجازة  في القانون,149.5967,147.6279,126.575
علوم تجريبية,جامعة تونس المنار,كلية العلوم اقتصادية  والتصرف بتونس,13311,اجازة  في إعلامية  التـصـرف,162.0515,149.3025,146.9806
علوم تجريبية,جامعة تونس المنار,كلية العلوم اقتصادية  والتصرف بتونس,13312,اجازة  في العلوم اقتصادية,146.1246,136.385,121.7607
علوم تجريبية,جامعة تونس المنار,كلية العلوم اقتصادية  والتصرف بتونس,13318,اجازة  في علوم  التصرف,152.1112,143.1125,132.9315
علوم تجريبية,جامعة تونس المنار,المعهد العالي للعلوم انسانية  بتونس,10118,اجازة  في انتروبولوجيا,130.3688,129.775,98.0941
علوم تجريبية,جامعة تونس المنار,المعهد العالي للعلوم انسانية  بتونس,10119,اجازة  في لغة اشارات,95.7934,96.6065,94.0918
علوم تجريبية,جامعة تونس المنار,المعهد العالي للعلوم انسانية  بتونس,10167,اجازة  في  اثار,134.1513,91.2265,114.2902
علوم تجريبية,جامعة تونس المنار,المعهد العالي للعلوم انسانية  بتونس,11104,اجازة  في اسبانية,141.2454,134.4562,135.26
علوم تجريبية,جامعة تونس المنار,المعهد العالي للعلوم انسانية  بتونس,11105,اجازة  في ايطالية,134.905,133.1722,141.1919
علوم تجريبية,جامعة تونس المنار,المعهد العالي للعلوم انسانية  بتونس,11106,اجازة  في المانية,152.9512,137.3024,152.2022
علوم تجريبية,جامعة تونس المنار,المعهد العالي للعلوم انسانية  بتونس,11120,اجازة  في عـلــم اجتماع,122.9535,118.4831,99.5439
علوم تجريبية,جامعة تونس المنار,المعهد العالي للعلوم انسانية  بتونس,11121,اجازة   في علم النـفـــس,126.125,124.29,128.4
علوم تجريبية,جامعة تونس المنار,المعهد العالي للعلوم انسانية  بتونس,11122,اجازة  في الفـلســفــة,119.465,116.5835,130.38
علوم تجريبية,جامعة تونس المنار,المعهد العالي للعلوم انسانية  بتونس,12101,اجازة  في العربية,102.8056,124.0291,117.9408
علوم تجريبية,جامعة تونس المنار,المعهد العالي للعلوم انسانية  بتونس,12102,اجازة  في انقليزية,159.3872,148.409,167.29
علوم تجريبية,جامعة تونس المنار,المعهد العالي للعلوم انسانية  بتونس,12103,اجازة  في الفرنسية,124.3982,126.9074,139.17
علوم تجريبية,جامعة تونس المنار,المعهد العالي للتكنولوجيات الطبية بتونس,10516,مرحلة تحضيرية مندمجة  في الهندسة البيوطبية,148.265,145.5633,140.9783
علوم تجريبية,جامعة تونس المنار,المعهد العالي للتكنولوجيات الطبية بتونس,10517,مرحلة تحضيرية مندمجة  في هندسة بيوتكنولوجيات الصحة,145.3467,140.3933,134.1767
علوم تجريبية,جامعة تونس المنار,المعهد العالي للتكنولوجيات الطبية بتونس,10545,اجازة  في البيوتكنولوجيا الطبية,127.06,122.43,123.94
علوم تجريبية,جامعة تونس المنار,المعهد العالي للتكنولوجيات الطبية بتونس,10753,اجازة  في تركيب و إستعمال آلة سمع,127.61,125.75,127.08
علوم تجريبية,جامعة تونس المنار,المعهد العالي للتكنولوجيات الطبية بتونس,10759,اجازة  في الهندسة البيوطبية,134.0068,130.7326,129.0955
علوم تجريبية,جامعة تونس المنار,المعهد العالي للتكنولوجيات الطبية بتونس,11832,مرحلة تحضيرية:   بيولوجيا -  جيولوجيا,120.3283,119.5633,115.6783
علوم تجريبية,جامعة تونس المنار,المعهد العالي إعلامية,11523,اجازة  في علوم إعلامية,181.5737,180.402,179.5139
علوم تجريبية,جامعة تونس المنار,المعهد العالي إعلامية,11524,اجازة  في هندسة نظم إعلامية,173.3133,169.6753,169.2794
علوم تجريبية,جامعة تونس المنار,المعهد العالي إعلامية,11629,اجازة  في الكترونيك  والكهروتقنية والية,145.5307,106.893,126.8004
علوم تجريبية,جامعة تونس المنار,المعهد التحضيري للدراسات الهندسية بالمنار,13522,مرحلة تحضيرية علمية,158.33,154.335,154.94
علوم تجريبية,جامعة تونس المنار,المعهد العالي للعلوم البيولوجية التطبيقية بتونس,11512,اجازة  في علوم احياء  و المحيط,77.5566,80.62,79.2451
علوم تجريبية,جامعة تونس المنار,المعهد العالي للعلوم البيولوجية التطبيقية بتونس,11546,اجازة  في البيوتكنولوجيا,109.8249,109.7821,106.81
علوم تجريبية,جامعة تونس المنار,المعهد العالي لعلوم التمريض بتونس,10797,اجازة  في علوم التمريض-اناث,162.5598,160.54,167.241
علوم تجريبية,جامعة تونس المنار,المعهد العالي لعلوم التمريض بتونس,11797,اجازة  في علوم التمريض-ذكور,137.87,133.7233,138.925
علوم تجريبية,جامعة  قرطاج,المدرسة الوطنية للهندسة المعمارية و التعمير بتونس,10203,الهندسة المعمارية,156.045,147.33,142.86
علوم تجريبية,جامعة  قرطاج,المعهد  العالي طارات  الطفولة بقرطاج درمش,10470,اجازة  في علوم التربية,112.55,115.595,116.145
علوم تجريبية,جامعة  قرطاج,كلية العلوم ببنزرت,20501,اجازة  في الكيمياء,71.4984,73.8198,77.0266
علوم تجريبية,جامعة  قرطاج,كلية العلوم ببنزرت,20502,اجازة  في الفيزياء و الكيمياء,72.4551,74.7132,79.8569
علوم تجريبية,جامعة  قرطاج,كلية العلوم ببنزرت,20503,اجازة  في الفيزياء,72.587,82.9035,81.0134
علوم تجريبية,جامعة  قرطاج,كلية العلوم ببنزرت,20504,اجازة  في الفيزياء و الطاقة,79.1333,75.936,80.0883
علوم تجريبية,جامعة  قرطاج,كلية العلوم ببنزرت,20507,اجازة  في الرياضيات,86.2698,82.1899,76.3382
علوم تجريبية,جامعة  قرطاج,كلية العلوم ببنزرت,20509,اجازة  في علوم احياء,108.79,107.995,106.4704
علوم تجريبية,جامعة  قرطاج,كلية العلوم ببنزرت,20510,اجازة  في علوم ارض,73.5867,79.302,77.4499
علوم تجريبية,جامعة  قرطاج,كلية العلوم ببنزرت,20512,اجازة  في علوم احياء  و المحيط,84.4898,77.7835,80.7976
علوم تجريبية,جامعة  قرطاج,كلية العلوم ببنزرت,20513,اجازة  في علوم الحياة و ارض,111.125,113.3181,110.4454
علوم تجريبية,جامعة  قرطاج,كلية العلوم ببنزرت,20518,مرحلة تحضيرية مندمجة,168.5933,167.135,166.3483
علوم تجريبية,جامعة  قرطاج,كلية العلوم ببنزرت,20523,اجازة  في علوم إعلامية,143.83,141.485,138.9449
علوم تجريبية,جامعة  قرطاج,كلية العلوم ببنزرت,20524,اجازة  في هندسة نظم إعلامية,137.2,126.645,123.615
علوم تجريبية,جامعة  قرطاج,كلية العلوم ببنزرت,20546,اجازة  في البيوتكنولوجيا,107.3033,103.0661,99.2318
علوم تجريبية,جامعة  قرطاج,كلية العلوم ببنزرت,20573,اجازة  في تكنولوجيات المعلومات وإتصالات,125.1483,119.4887,110.1267
علوم تجريبية,جامعة  قرطاج,كلية العلوم ببنزرت,20603,اجازة  في الهندسة  الطاقية,99.6616,98.549,90.7158
علوم تجريبية,جامعة  قرطاج,كلية العلوم ببنزرت,20629,اجازة  في الكترونيك  والكهروتقنية والية,110.7772,106.715,99.2779
علوم تجريبية,جامعة  قرطاج,المعهد الوطني للعلوم التطبيقية والتكنولوجيا بتونس,10520,مرحلة تحضيرية مندمجة: رياضيات- فيزياء و إعمـيـة,180.425,176.37,178.37
علوم تجريبية,جامعة  قرطاج,المعهد الوطني للعلوم التطبيقية والتكنولوجيا بتونس,10521,مرحلة تحضيرية مندمجة: كـيـمـيـاء -  بـيـولوجيا تطبيقية,160.6633,158.83,159.1633
علوم تجريبية,جامعة  قرطاج,المعهد التحضيري للدراسات الهندسية بنابل,22522,مرحلة تحضيرية علمية,150.425,147.545,146.335
علوم تجريبية,جامعة  قرطاج,المدرسة العليا للفحة  بمقرن,20844,اجازة  في العلوم الفحية,95.7586,92.9313,76.1035
علوم تجريبية,جامعة  قرطاج,المدرسة العليا للفحة  بماطر,21844,اجازة  في العلوم الفحية,78.3402,83.185,76.3535
علوم تجريبية,جامعة  قرطاج,المدرسة العليا للصناعات الغذائية بتونس,10840,اجازة  في الصناعات الغذائية,110.19,106.8902,100.6134
علوم تجريبية,جامعة  قرطاج,كلية العلوم القانونية والسياسية واجتماعية  بتونس,11301,اجازة  في القانون,159.9597,160.2486,115.9024
علوم تجريبية,جامعة  قرطاج,معهد الدراسات العليا التجارية بقرطاج,14311,اجازة  في إعلامية  التـصـرف,174.33,172.7087,178.8398
علوم تجريبية,جامعة  قرطاج,معهد الدراسات العليا التجارية بقرطاج,14318,اجازة  في علوم  التصرف,186.4261,166.5295,169.95
علوم تجريبية,جامعة  قرطاج,المعهد الوطني للشغل والدراسات اجتماعية  بتونس,10347,اجازة  في علوم الشغل,123.335,118.3767,113.735
علوم تجريبية,جامعة  قرطاج,المعهد الوطني للشغل والدراسات اجتماعية  بتونس,10547,اجازة  في الصحة والسمة  المهنية,114.985,111.84,117.865
علوم تجريبية,جامعة  قرطاج,المعهد الوطني للشغل والدراسات اجتماعية  بتونس,14312,اجازة  في العلوم اقتصادية,129.454,136.3394,121.985
علوم تجريبية,جامعة  قرطاج,المعهد الوطني للشغل والدراسات اجتماعية  بتونس,16318,اجازة  في علوم  التصرف,137.3506,135.9168,112.7068
علوم تجريبية,جامعة  قرطاج,المعهد العالي للغات بتونس,10107,اجازة  في الروسية,116.415,117.4583,108.8456
علوم تجريبية,جامعة  قرطاج,المعهد العالي للغات بتونس,10108,اجازة  في الصينية,133.53,114.9627,118.5467
علوم تجريبية,جامعة  قرطاج,المعهد العالي للغات بتونس,12104,اجازة  في اسبانية,135.9114,126.581,124.2591
علوم تجريبية,جامعة  قرطاج,المعهد العالي للغات بتونس,12105,اجازة  في ايطالية,136.5481,124.5247,126.3563
علوم تجريبية,جامعة  قرطاج,المعهد العالي للغات بتونس,12106,اجازة  في المانية,161.3828,103.1002,137.7037
علوم تجريبية,جامعة  قرطاج,المعهد العالي للغات بتونس,13101,اجازة  في العربية,112.8422,119.7705,88.5384
علوم تجريبية,جامعة  قرطاج,المعهد العالي للغات بتونس,13102,اجازة  في انقليزية,181.6914,143.5994,128.1895
علوم تجريبية,جامعة  قرطاج,المعهد العالي للغات بتونس,13103,اجازة  في الفرنسية,142.3207,144.5677,81.3102
علوم تجريبية,جامعة  قرطاج,المعهد العالى للفنون الجميلة بنابل,22202,اجازة  في الفنون التشكيلية,108.7434,95.74,99.7049
علوم تجريبية,جامعة  قرطاج,المعهد العالى للفنون الجميلة بنابل,22207,اجازة  في تصميم الفضاء,137.33,128.7585,127.6403
علوم تجريبية,جامعة  قرطاج,المعهد العالى للفنون الجميلة بنابل,22208,اجازة  في تصميم المنتوج,115.7045,111.3783,113.2844
علوم تجريبية,جامعة  قرطاج,المعهد العالى للفنون الجميلة بنابل,22209,اجازة  في تصميم الصورة,109.8409,118.6823,112.0361
علوم تجريبية,جامعة  قرطاج,كلية العلوم اقتصادية  والتصرف بنابل,22311,اجازة  في إعلامية  التـصـرف,145.205,128.315,128.7371
علوم تجريبية,جامعة  قرطاج,كلية العلوم اقتصادية  والتصرف بنابل,22312,اجازة  في العلوم اقتصادية,132.015,122.1,119.6207
علوم تجريبية,جامعة  قرطاج,كلية العلوم اقتصادية  والتصرف بنابل,22318,اجازة  في علوم  التصرف,134.975,132.125,118.475
علوم تجريبية,جامعة  قرطاج,المعهد العالي للعلوم التطبيقية و التكنولوجيا بماطر,21523,اجازة  في علوم إعلامية,138.765,131.42,129.14
علوم تجريبية,جامعة  قرطاج,المعهد العالي للعلوم التطبيقية و التكنولوجيا بماطر,21524,اجازة  في هندسة نظم إعلامية,131.4549,123.035,118.325
علوم تجريبية,جامعة  قرطاج,المعهد العالي للعلوم التطبيقية و التكنولوجيا بماطر,21573,اجازة  في تكنولوجيات المعلومات وإتصالات,121.065,116.6567,90.926
علوم تجريبية,جامعة  قرطاج,المعهد العالي للعلوم التطبيقية و التكنولوجيا بماطر,21629,اجازة  في الكترونيك  والكهروتقنية والية,100.69,104.48,95.8933
علوم تجريبية,جامعة  قرطاج,المعهد العالي  لتكنولوجيات البيئة والعمران والبنيان,10244,اجازة  في التعمير و التهيئة,113.075,111.415,110.15
علوم تجريبية,جامعة  قرطاج,المعهد العالي  لتكنولوجيات البيئة والعمران والبنيان,10568,اجازة  في الهندسـة المدنية,129.215,126.3581,129.385
علوم تجريبية,جامعة  قرطاج,المعهد العالي لعلوم البحار ببنزرت,20846,اجازة  في علوم البحار,82.71,85.41,80.6234
علوم تجريبية,جامعة  قرطاج,المعهد التحضيري للدراسات الهندسية ببنزرت,20522,مرحلة تحضيرية علمية,126.805,118.845,111.455
علوم تجريبية,جامعة  قرطاج,المعهد التحضيري للدراسات الهندسية ببنزرت,20832,مرحلة تحضيرية:   بيولوجيا -  جيولوجيا,110.4805,109.3417,103.7222
علوم تجريبية,جامعة  قرطاج,المعهد العالي للغات بنابل,22101,اجازة  في العربية,116.507,109.6033,111.515
علوم تجريبية,جامعة  قرطاج,المعهد العالي للغات بنابل,22102,اجازة  في انقليزية,138.6667,132.995,136.7781
علوم تجريبية,جامعة  قرطاج,المعهد العالي للغات بنابل,22103,اجازة  في الفرنسية,124.3073,117.2166,120.8015
علوم تجريبية,جامعة  قرطاج,المعهد العالي للغات بنابل,22105,اجازة  في ايطالية,118.6202,128.8334,121.5881
علوم تجريبية,جامعة  قرطاج,المعهد العالي لعلوم و تكنولوجيات البيئة ببرج السدرية,10603,اجازة  في الهندسة  الطاقية,111.3656,107.0801,106.445
علوم تجريبية,جامعة  قرطاج,المعهد العالي لعلوم و تكنولوجيات البيئة ببرج السدرية,11501,اجازة  في الكيمياء,81.4574,83.8035,82.3149
علوم تجريبية,جامعة  قرطاج,المعهد العالي لعلوم و تكنولوجيات البيئة ببرج السدرية,11502,اجازة  في الفيزياء و الكيمياء,87.1268,75.0398,76.6349
علوم تجريبية,جامعة  قرطاج,المعهد العالي لعلوم و تكنولوجيات البيئة ببرج السدرية,11505,اجازة   في الرياضيات التطبيقية,94.4739,99.8017,86.8136
علوم تجريبية,جامعة  قرطاج,المعهد العالي لعلوم و تكنولوجيات البيئة ببرج السدرية,12512,اجازة  في علوم احياء  و المحيط,80.8776,84.3653,89.9959
علوم تجريبية,جامعة  قرطاج,المعهد العالي لعلوم و تكنولوجيات البيئة ببرج السدرية,13510,اجازة  في علوم ارض,83.8998,84.4383,87.3638
علوم تجريبية,جامعة  قرطاج,المعهد العالي للدراسات السياحية والفندقية بسيدي الظريف,10452,اجازة  في السياحة,134.285,117.315,124.025
علوم تجريبية,جامعة  قرطاج,المعهد العالي للدراسات السياحية والفندقية بسيدي الظريف,10453,اجازة  في الفندقة,120.41,118.15,150.295
علوم تجريبية,جامعة  قرطاج,المعهد العالي للتصرف ببنزرت,20311,اجازة  في إعلامية  التـصـرف,150.715,136.6818,132.985
علوم تجريبية,جامعة  قرطاج,المعهد العالي للتصرف ببنزرت,20312,اجازة  في العلوم اقتصادية,132.2039,90.4782,124.3768
علوم تجريبية,جامعة  قرطاج,المعهد العالي للتصرف ببنزرت,20318,اجازة  في علوم  التصرف,139.43,120.8084,131.2569
علوم تجريبية,جامعة  قرطاج,المعهد العالى للدراسات التحضيرية في البيولوجيا و الجولوجيا بسكرة,12832,مرحلة تحضيرية:   بيولوجيا -  جيولوجيا,114.1867,110.7689,107.9783
علوم تجريبية,جامعة  قرطاج,المعهد العالي لتكنولوجيا المعلومات واتصال  ببرج السدرية,11573,اجازة  في تكنولوجيات المعلومات وإتصالات,140.3733,128.9974,126.0567
علوم تجريبية,جامعة  قرطاج,المعهد العالي لتكنولوجيا المعلومات واتصال  ببرج السدرية,12524,اجازة  في هندسة نظم إعلامية,155.2945,148.6712,136.51
علوم تجريبية,جامعة  قرطاج,المعهد العالي لتكنولوجيا المعلومات واتصال  ببرج السدرية,12629,اجازة  في الكترونيك  والكهروتقنية والية,123.3657,114.5007,108.3517
علوم تجريبية,جامعة  قرطاج,المعهد العالي لتكنولوجيا المعلومات واتصال  ببرج السدرية,13523,اجازة  في علوم إعلامية,167.1875,160.38,151.995
علوم تجريبية,جامعة الزيتونة,المعهد العالي صول  الدين بتونس,10139,اجازة  في العلوم الشرعية,107.5169,147.185,118.58
علوم تجريبية,جامعة الزيتونة,المعهد العالي صول  الدين بتونس,10260,اجازة  في فنون التراث اسمي,88.3918,101.23,107.485
علوم تجريبية,جامعة الزيتونة,المعهد العالي للحضارة اسمية   بتونس,10138,اجازة  في العلوم اسمية,145.0064,107.2532,132.1878
علوم تجريبية,جامعة الزيتونة,المعهد العالي للعلوم اسمية   بالقيروان,70138,اجازة  في العلوم اسمية,115.3835,126.7,122.5204
علوم تجريبية,جامعة سوسة,كلية الطب بسوسة,30700,الـطــب,185.37,183.59,190.975
علوم تجريبية,جامعة سوسة,كلية الحقوق والعلوم السياسية بسوسة,30301,اجازة  في القانون,140.3466,139.0947,130.805
علوم تجريبية,جامعة سوسة,كلية اداب  والعلوم انسانية  بسوسة,30101,اجازة  في العربية,121.7446,101.9443,118.025
علوم تجريبية,جامعة سوسة,كلية اداب  والعلوم انسانية  بسوسة,30102,اجازة  في انقليزية,151.2124,144.7924,144.7443
علوم تجريبية,جامعة سوسة,كلية اداب  والعلوم انسانية  بسوسة,30103,اجازة  في الفرنسية,133.5895,124.09,133.16
علوم تجريبية,جامعة سوسة,كلية اداب  والعلوم انسانية  بسوسة,30118,اجازة  في انتروبولوجيا,123.1303,130.5935,115.719
علوم تجريبية,جامعة سوسة,كلية اداب  والعلوم انسانية  بسوسة,30123,اجازة  في التاريخ,106.865,108.3108,120.2134
علوم تجريبية,جامعة سوسة,كلية اداب  والعلوم انسانية  بسوسة,30124,اجازة  في الجغرافيا,159.3979,114.605,125.3612
علوم تجريبية,جامعة سوسة,المعهد العالى للتصرف بسوسة,30311,اجازة  في إعلامية  التـصـرف,160.7568,106.2207,138.485
علوم تجريبية,جامعة سوسة,المعهد العالى للتصرف بسوسة,30312,اجازة  في العلوم اقتصادية,145.5949,90.0901,140.01
علوم تجريبية,جامعة سوسة,المعهد العالى للتصرف بسوسة,30318,اجازة  في علوم  التصرف,155.97,127.505,139.065
علوم تجريبية,جامعة سوسة,المعهد العالي للعلوم الفحية  بشط مريم,30844,اجازة  في العلوم الفحية,105.076,99.8032,97.305
علوم تجريبية,جامعة سوسة,المعهد العالي للموسيقى بسوسة,30201,اجازة  في الموسيقى و العلوم الموسيقية,111.835,106.54,104.8018
علوم تجريبية,جامعة سوسة,المعهد العالي للموسيقى بسوسة,30246,اجازة  في هندسة وتقنيات الصوت,97.2634,91.5265,101.05
علوم تجريبية,جامعة سوسة,المعهد العالى للفنون الجميلة بسوسة,30162,اجازة  في المحافظة على الممتلكات الثقافية و ترميمها,124.7905,111.85,123.9595
علوم تجريبية,جامعة سوسة,المعهد العالى للفنون الجميلة بسوسة,30202,اجازة  في الفنون التشكيلية,113.4307,115.675,114.11
علوم تجريبية,جامعة سوسة,المعهد العالى للفنون الجميلة بسوسة,30207,اجازة  في تصميم الفضاء,132.9101,133.375,128.3572
علوم تجريبية,جامعة سوسة,المعهد العالى للفنون الجميلة بسوسة,30208,اجازة  في تصميم المنتوج,114.7094,129.115,109.6073
علوم تجريبية,جامعة سوسة,المعهد العالى للفنون الجميلة بسوسة,30209,اجازة  في تصميم الصورة,124.3769,118.2386,112.8904
علوم تجريبية,جامعة سوسة,المعهد العالي إعلامية   و تكنولوجيات اتصال  بسوسة,30523,اجازة  في علوم إعلامية,153.86,151.355,151.77
علوم تجريبية,جامعة سوسة,المعهد العالي إعلامية   و تكنولوجيات اتصال  بسوسة,30524,اجازة  في هندسة نظم إعلامية,142.7808,134.2262,132.605
علوم تجريبية,جامعة سوسة,المعهد العالي إعلامية   و تكنولوجيات اتصال  بسوسة,30573,اجازة  في تكنولوجيات المعلومات وإتصالات,130.8859,120.8172,123.7313
علوم تجريبية,جامعة سوسة,المعهد العالي للنقل واللوجستية بسوسة,30580,اجازة   في تكنولوجيا وهندسة النقل,99.4906,100.0822,100.155
علوم تجريبية,جامعة سوسة,المعهد العالي للنقل واللوجستية بسوسة,30672,اجازة  في الهندسة اللوجستية,116.1343,111.679,112.7758
علوم تجريبية,جامعة سوسة,المعهد العالي للنقل واللوجستية بسوسة,30673,اجازة   في علوم النقل,104.625,101.8854,105.185
علوم تجريبية,جامعة سوسة,المعهد العالي للعلوم التطبيقية و التكنولوجيا بسوسة,30519,مرحلة تحضيرية مندمجة-علمية,175.065,169.8117,171.93
علوم تجريبية,جامعة سوسة,المعهد العالي للعلوم التطبيقية و التكنولوجيا بسوسة,30568,اجازة  في الهندسـة المدنية,158.1532,121.2399,133.5449
علوم تجريبية,جامعة سوسة,المعهد العالي للعلوم التطبيقية و التكنولوجيا بسوسة,30570,اجازة  في الهندسـة الميكانـيـكـيـة,143.4121,138.685,116.955
علوم تجريبية,جامعة سوسة,المعهد العالي للعلوم التطبيقية و التكنولوجيا بسوسة,30603,اجازة  في الهندسة  الطاقية,106.9583,110.3378,101.3799
علوم تجريبية,جامعة سوسة,المعهد العالي للعلوم التطبيقية و التكنولوجيا بسوسة,30629,اجازة  في الكترونيك  والكهروتقنية والية,113.4592,108.4652,107.235
علوم تجريبية,جامعة سوسة,المعهد العالي للعلوم التطبيقية و التكنولوجيا بسوسة,30671,اجازة  في الكتروميكانيك,108.685,109.225,109.835
علوم تجريبية,جامعة سوسة,المعهد العالي للعلوم التطبيقية و التكنولوجيا بسوسة,31523,اجازة  في علوم إعلامية,169.715,163.7,164.4376
علوم تجريبية,جامعة سوسة,المعهد العالي للعلوم التطبيقية و التكنولوجيا بسوسة,31524,اجازة  في هندسة نظم إعلامية,150.442,138.99,133.2739
علوم تجريبية,جامعة سوسة,المدرسة العليا لعلوم و تقنيات الصحة بسوسة,30739,اجازة  في مبحث وتدريم القدم,130.365,126.695,130.545
علوم تجريبية,جامعة سوسة,المدرسة العليا لعلوم و تقنيات الصحة بسوسة,30750,اجازة  في أدواتية قاعة العمليات الجراحية,141.98,141.7108,149.2169
علوم تجريبية,جامعة سوسة,المدرسة العليا لعلوم و تقنيات الصحة بسوسة,30754,اجازة  في الرعـايـة الصحية للطفل,141.4487,140.3947,149.8803
علوم تجريبية,جامعة سوسة,المدرسة العليا لعلوم و تقنيات الصحة بسوسة,30760,اجازة  في  الرعاية الصحية استعجالية   وانعاش,145.81,149.335,152.5553
علوم تجريبية,جامعة سوسة,المعهد العالي للمالية و الجباية بسوسة,32312,اجازة  في العلوم اقتصادية,136.1094,106.829,119.3887
علوم تجريبية,جامعة سوسة,المعهد العالي للمالية و الجباية بسوسة,32318,اجازة  في علوم  التصرف,135.248,123.0821,122.5204
علوم تجريبية,جامعة سوسة,معهد الدراسات التجارية العليا بسوسة,31312,اجازة  في العلوم اقتصادية,173.1046,83.1452,124.305
علوم تجريبية,جامعة سوسة,معهد الدراسات التجارية العليا بسوسة,31318,اجازة  في علوم  التصرف,166.165,159.075,160.83
علوم تجريبية,جامعة سوسة,المدرسة العليا للعلوم والتكنولوجيا بحمام سوسة,30501,اجازة  في الكيمياء,98.415,96.7779,103.3517
علوم تجريبية,جامعة سوسة,المدرسة العليا للعلوم والتكنولوجيا بحمام سوسة,30504,اجازة  في الفيزياء و الطاقة,106.22,105.2613,107.37
علوم تجريبية,جامعة سوسة,المدرسة العليا للعلوم والتكنولوجيا بحمام سوسة,30507,اجازة  في الرياضيات,104.27,111.19,117.06
علوم تجريبية,جامعة سوسة,المدرسة العليا للعلوم والتكنولوجيا بحمام سوسة,30522,مرحلة تحضيرية علمية,133.255,124.165,122.775
علوم تجريبية,جامعة سوسة,المدرسة العليا للعلوم والتكنولوجيا بحمام سوسة,31629,اجازة  في الكترونيك  والكهروتقنية والية,109.4552,109.46,106.7101
علوم تجريبية,جامعة سوسة,المدرسة العليا للعلوم والتكنولوجيا بحمام سوسة,32523,اجازة  في علوم إعلامية,152.6195,147.235,144.0916
