domaine,universite,etablissement,code_specialite,specialite,score_2023,score_2024,score_2025
علوم تجريبية,جامعة سوسة,المعهد العالي لعلوم التمريض بسوسة,30797,اجازة  في علوم التمريض-اناث,154.6364,156.025,163.5923
علوم تجريبية,جامعة سوسة,المعهد العالي لعلوم التمريض بسوسة,31797,اجازة  في علوم التمريض-ذكور,135.72,132.4714,140.6408
علوم تجريبية,جامعة سوسة,كلية العلوم اقتصادية   والتصرف بسوسة,33312,اجازة  في العلوم اقتصادية,137.6662,107.8025,122.53
علوم تجريبية,جامعة سوسة,كلية العلوم اقتصادية   والتصرف بسوسة,33318,اجازة  في علوم  التصرف,139.25,112.21,125.2489
علوم تجريبية,جامعة صفاقس,كلية العلوم اقتصادية  والتصرف بصفاقس,40311,اجازة  في إعلامية  التـصـرف,140.5392,118.0283,123.8579
علوم تجريبية,جامعة صفاقس,كلية العلوم اقتصادية  والتصرف بصفاقس,40312,اجازة  في العلوم اقتصادية,121.6858,118.17,111.79
علوم تجريبية,جامعة صفاقس,كلية العلوم اقتصادية  والتصرف بصفاقس,40318,اجازة  في علوم  التصرف,124.135,123.4727,120.6088
علوم تجريبية,جامعة صفاقس,كلية الطب بصفاقس,40700,الـطــب,182.06,178.635,182.43
علوم تجريبية,جامعة صفاقس,كلية اداب  والعلوم انسانية  بصفاقس,40101,اجازة  في العربية,112.775,120.0057,100.8483
علوم تجريبية,جامعة صفاقس,كلية اداب  والعلوم انسانية  بصفاقس,40102,اجازة  في انقليزية,132.4393,138.0621,134.8254
علوم تجريبية,جامعة صفاقس,كلية اداب  والعلوم انسانية  بصفاقس,40103,اجازة  في الفرنسية,119.091,123.7081,119.4582
علوم تجريبية,جامعة صفاقس,كلية اداب  والعلوم انسانية  بصفاقس,40104,اجازة  في اسبانية,126.3456,138.8486,132.29
علوم تجريبية,جامعة صفاقس,كلية اداب  والعلوم انسانية  بصفاقس,40105,اجازة  في ايطالية,117.5021,105.8252,128.7906
علوم تجريبية,جامعة صفاقس,كلية اداب  والعلوم انسانية  بصفاقس,40120,اجازة  في عـلــم اجتماع,102.7649,99.8132,103.219
علوم تجريبية,جامعة صفاقس,كلية اداب  والعلوم انسانية  بصفاقس,40122,اجازة  في الفـلســفــة,101.9199,120.7549,106.6095
علوم تجريبية,جامعة صفاقس,كلية اداب  والعلوم انسانية  بصفاقس,40123,اجازة  في التاريخ,111.68,120.7977,133.92
علوم تجريبية,جامعة صفاقس,كلية اداب  والعلوم انسانية  بصفاقس,40124,اجازة  في الجغرافيا,101.1222,105.9984,94.6842
علوم تجريبية,جامعة صفاقس,كلية اداب  والعلوم انسانية  بصفاقس,40147,اجازة  في الترجمة,126.7362,132.2806,137.0224
علوم تجريبية,جامعة صفاقس,كلية اداب  والعلوم انسانية  بصفاقس,40161,اجازة  في حفظ الممتلكات الثقافية,98.7783,,68.2017
علوم تجريبية,جامعة صفاقس,كلية العلوم بصفاقس,40501,اجازة  في الكيمياء,73.552,78.4487,73.1087
علوم تجريبية,جامعة صفاقس,كلية العلوم بصفاقس,40502,اجازة  في الفيزياء و الكيمياء,72.9051,78.6586,76.4302
علوم تجريبية,جامعة صفاقس,كلية العلوم بصفاقس,40503,اجازة  في الفيزياء,83.3701,82.7499,81.8532
علوم تجريبية,جامعة صفاقس,كلية العلوم بصفاقس,40504,اجازة  في الفيزياء و الطاقة,73.0402,78.9486,73.4483
علوم تجريبية,جامعة صفاقس,كلية العلوم بصفاقس,40505,اجازة   في الرياضيات التطبيقية,82.92,82.3224,90.3884
علوم تجريبية,جامعة صفاقس,كلية العلوم بصفاقس,40507,اجازة  في الرياضيات,96.1181,107.3353,95.0651
علوم تجريبية,جامعة صفاقس,كلية العلوم بصفاقس,40509,اجازة  في علوم احياء,105.075,105.5,103.4421
علوم تجريبية,جامعة صفاقس,كلية العلوم بصفاقس,40510,اجازة  في علوم ارض,79.5817,76.3735,79.9967
علوم تجريبية,جامعة صفاقس,كلية العلوم بصفاقس,40512,اجازة  في علوم احياء  و المحيط,83.9516,88.3408,88.275
علوم تجريبية,جامعة صفاقس,كلية العلوم بصفاقس,40513,اجازة  في علوم الحياة و ارض,111.2212,112.0415,113.3505
علوم تجريبية,جامعة صفاقس,كلية العلوم بصفاقس,40518,مرحلة تحضيرية مندمجة,162.5667,165.9067,161.2283
علوم تجريبية,جامعة صفاقس,كلية العلوم بصفاقس,40522,مرحلة تحضيرية علمية,111.41,110.56,104.875
علوم تجريبية,جامعة صفاقس,كلية العلوم بصفاقس,40523,اجازة  في علوم إعلامية,129.38,130.7594,132.36
علوم تجريبية,جامعة صفاقس,كلية العلوم بصفاقس,40524,اجازة  في هندسة نظم إعلامية,122.185,122.8628,122.0014
علوم تجريبية,جامعة صفاقس,كلية العلوم بصفاقس,40546,اجازة  في البيوتكنولوجيا,103.22,102.3233,100.91
علوم تجريبية,جامعة صفاقس,كلية العلوم بصفاقس,40629,اجازة  في الكترونيك  والكهروتقنية والية,97.7125,101.8319,89.5802
علوم تجريبية,جامعة صفاقس,كلية العلوم بصفاقس,40832,مرحلة تحضيرية:   بيولوجيا -  جيولوجيا,93.6832,99.775,96.9033
علوم تجريبية,جامعة صفاقس,كلية الحقوق بصفاقس,40301,اجازة  في القانون,126.9662,129.0688,121.0117
علوم تجريبية,جامعة صفاقس,المعهد التحضيري للدراسات الهندسية بصفاقس,41522,مرحلة تحضيرية علمية,121.985,129.385,142.095
علوم تجريبية,جامعة صفاقس,المعهد التحضيري للدراسات الهندسية بصفاقس,41832,مرحلة تحضيرية:   بيولوجيا -  جيولوجيا,98.7768,106.4776,101.5883
علوم تجريبية,جامعة صفاقس,المدرسة العليا للتجارة بصفاقس,41311,اجازة  في إعلامية  التـصـرف,132.6854,129.577,116.9098
علوم تجريبية,جامعة صفاقس,المدرسة العليا للتجارة بصفاقس,41312,اجازة  في العلوم اقتصادية,123.05,130.31,93.6768
علوم تجريبية,جامعة صفاقس,المدرسة العليا للتجارة بصفاقس,41318,اجازة  في علوم  التصرف,149.6395,164.4376,132.4714
علوم تجريبية,جامعة صفاقس,المدرسة العليا لعلوم وتقنيات الصحة بصفاقس,40740,اجازة  في الـتـبـنـيـج وانعاش,169.3596,156.2147,161.9713
علوم تجريبية,جامعة صفاقس,المدرسة العليا لعلوم وتقنيات الصحة بصفاقس,40741,اجازة  في التصوير الطبي والمداواة باشعة,153.5771,139.415,150.5116
علوم تجريبية,جامعة صفاقس,المدرسة العليا لعلوم وتقنيات الصحة بصفاقس,40743,اجازة  في البيولوجيا الطبية,143.69,135.2587,141.54
علوم تجريبية,جامعة صفاقس,المدرسة العليا لعلوم وتقنيات الصحة بصفاقس,40744,اجازة  في العج  الطبيعي,150.435,147.1625,155.0056
علوم تجريبية,جامعة صفاقس,المدرسة العليا لعلوم وتقنيات الصحة بصفاقس,40749,اجازة  في المبصريات و النظارات الطبية,130.535,127.845,130.54
علوم تجريبية,جامعة صفاقس,المدرسة العليا لعلوم وتقنيات الصحة بصفاقس,40750,اجازة  في أدواتية قاعة العمليات الجراحية,143.9204,142.0586,146.0925
علوم تجريبية,جامعة صفاقس,المدرسة العليا لعلوم وتقنيات الصحة بصفاقس,40799,اجازة  في علوم الـتــولـيـــد - قابلة,152.3841,143.7866,150.2334
علوم تجريبية,جامعة صفاقس,المعهد العالي للموسيقى بصفاقس,40201,اجازة  في الموسيقى و العلوم الموسيقية,119.1552,104.5802,104.4519
علوم تجريبية,جامعة صفاقس,المعهد العالي للموسيقى بصفاقس,40247,اجازة  في هندسة الصوت والتكنولوجيات الحديثة,89.7752,87.0586,86.3351
علوم تجريبية,جامعة صفاقس,المعهد العالي إعلامية   و الملتميديا بصفاقس,41518,مرحلة تحضيرية مندمجة,166.0017,165.8917,166.22
علوم تجريبية,جامعة صفاقس,المعهد العالي إعلامية   و الملتميديا بصفاقس,41523,اجازة  في علوم إعلامية,130.647,134.6167,138.8967
علوم تجريبية,جامعة صفاقس,المعهد العالي دارة  اعمال  بصفاقس,42311,اجازة  في إعلامية  التـصـرف,124.7888,126.925,121.659
علوم تجريبية,جامعة صفاقس,المعهد العالي دارة  اعمال  بصفاقس,42312,اجازة  في العلوم اقتصادية,117.5074,120.8244,105.3256
