"domaine","code_specialite","nom_specialite","universite","institution","baccalaureat","score_2023","score_2024","score_2025"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10162"," ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻤﺤﺎﻓﻈﺔ ﻋﻠﻰ ﺍﻟﻤﻤﺘﻠﻜﺎﺕ ﺍﻟﺜﻘﺎﻓﻴﺔ ﻭ
ﺗﺮﻣﻴﻤﻬﺎ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻰ ﻟﻤﻬﻦ ﺍﻟﺘﺮﺍﺙ ﺑﺘﻮﻧﺲ","ﺭﻳﺎﺿﺔ","0","0","104.7368"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10164","ﺍﻻﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺠﻴﻮﻣﺎﺗﻴﻚ ﻭﺍﻟﺘﻬﻴﺌﺔ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﺑﺘﻮﻧﺲ","ﺭﻳﺎﺿﻴﺎﺕ","81.1899","104.1999","0"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10164","ﺍﻻﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺠﻴﻮﻣﺎﺗﻴﻚ ﻭﺍﻟﺘﻬﻴﺌﺔ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﺑﺘﻮﻧﺲ","ﻋﻠﻮﻡ ﺗﺠﺮﻳﺒﻴﺔ","87.2815","90.6852","89.0233"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10164","ﺍﻻﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺠﻴﻮﻣﺎﺗﻴﻚ ﻭﺍﻟﺘﻬﻴﺌﺔ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﺑﺘﻮﻧﺲ","ﺍﻟﻌﻠﻮﻡ ﺍﻟﺘﻘﻨﻴﺔ","74.9282","75.045","72.3251"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10164","ﺍﻻﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺠﻴﻮﻣﺎﺗﻴﻚ ﻭﺍﻟﺘﻬﻴﺌﺔ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﺑﺘﻮﻧﺲ","ﻋﻠﻮﻡ ﺍﻹﻋﻼﻣﻴﺔ","98.195","83.9816","78.2282"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10167","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻵﺛﺎﺭ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ ﺍﻟﻤﻨﺎﺭ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺘﻮﻧﺲ","ﺁﺩﺍﺏ","96.4951","80.5408","92.5406"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10167","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻵﺛﺎﺭ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ ﺍﻟﻤﻨﺎﺭ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺘﻮﻧﺲ","ﺭﻳﺎﺿﻴﺎﺕ","0","0","0"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10167","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻵﺛﺎﺭ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ ﺍﻟﻤﻨﺎﺭ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺘﻮﻧﺲ","ﻋﻠﻮﻡ ﺗﺠﺮﻳﺒﻴﺔ","134.1513","91.2265","114.2902"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10167","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻵﺛﺎﺭ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ ﺍﻟﻤﻨﺎﺭ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺘﻮﻧﺲ","ﺇﻗﺘﺼﺎﺩ ﻭﺗﺼﺮﻑ","78.6668","82.3218","90.8363"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10167","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻵﺛﺎﺭ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ ﺍﻟﻤﻨﺎﺭ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺘﻮﻧﺲ","ﺍﻟﻌﻠﻮﻡ ﺍﻟﺘﻘﻨﻴﺔ","97.1988","110.1298","0"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10167","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻵﺛﺎﺭ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ ﺍﻟﻤﻨﺎﺭ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺘﻮﻧﺲ","ﻋﻠﻮﻡ ﺍﻹﻋﻼﻣﻴﺔ","91.5332","89.0707","104.0361"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10167","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻵﺛﺎﺭ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ ﺍﻟﻤﻨﺎﺭ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺘﻮﻧﺲ","ﺭﻳﺎﺿﺔ","0","0","96.0967"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10260","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻓﻨﻮﻥ ﺍﻟﺘﺮﺍﺙ ﺍﻹﺳﻼﻣﻲ","ﺟﺎﻣﻌﺔ ﺍﻟﺰﻳﺘﻮﻧﺔ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻷﺻﻮﻝ ﺍﻟﺪﻳﻦ ﺑﺘﻮﻧﺲ","ﺁﺩﺍﺏ","90.7248","92.5668","96.0482"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10260","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻓﻨﻮﻥ ﺍﻟﺘﺮﺍﺙ ﺍﻹﺳﻼﻣﻲ","ﺟﺎﻣﻌﺔ ﺍﻟﺰﻳﺘﻮﻧﺔ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻷﺻﻮﻝ ﺍﻟﺪﻳﻦ ﺑﺘﻮﻧﺲ","ﺭﻳﺎﺿﻴﺎﺕ","0","0","0"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10260","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻓﻨﻮﻥ ﺍﻟﺘﺮﺍﺙ ﺍﻹﺳﻼﻣﻲ","ﺟﺎﻣﻌﺔ ﺍﻟﺰﻳﺘﻮﻧﺔ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻷﺻﻮﻝ ﺍﻟﺪﻳﻦ ﺑﺘﻮﻧﺲ","ﻋﻠﻮﻡ ﺗﺠﺮﻳﺒﻴﺔ","88.3918","101.23","107.485"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10260","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻓﻨﻮﻥ ﺍﻟﺘﺮﺍﺙ ﺍﻹﺳﻼﻣﻲ","ﺟﺎﻣﻌﺔ ﺍﻟﺰﻳﺘﻮﻧﺔ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻷﺻﻮﻝ ﺍﻟﺪﻳﻦ ﺑﺘﻮﻧﺲ","ﺇﻗﺘﺼﺎﺩ ﻭﺗﺼﺮﻑ","75.8532","82.5882","80.0251"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10260","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻓﻨﻮﻥ ﺍﻟﺘﺮﺍﺙ ﺍﻹﺳﻼﻣﻲ","ﺟﺎﻣﻌﺔ ﺍﻟﺰﻳﺘﻮﻧﺔ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻷﺻﻮﻝ ﺍﻟﺪﻳﻦ ﺑﺘﻮﻧﺲ","ﺍﻟﻌﻠﻮﻡ ﺍﻟﺘﻘﻨﻴﺔ","0","98.0102","93.185"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10260","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻓﻨﻮﻥ ﺍﻟﺘﺮﺍﺙ ﺍﻹﺳﻼﻣﻲ","ﺟﺎﻣﻌﺔ ﺍﻟﺰﻳﺘﻮﻧﺔ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻷﺻﻮﻝ ﺍﻟﺪﻳﻦ ﺑﺘﻮﻧﺲ","ﻋﻠﻮﻡ ﺍﻹﻋﻼﻣﻴﺔ","0","85.4498","101.1816"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10355","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺨﺪﻣﺔ ﺍﻻﺟﺘﻤﺎﻋﻴﺔ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻮﻃﻨﻲ ﻟﻠﺸﻐﻞ ﻭﺍﻟﺪﺭﺍﺳﺎﺕ ﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﺑﺘﻮﻧﺲ","ﺁﺩﺍﺏ","105.05","109.835","111.245"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10355","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺨﺪﻣﺔ ﺍﻻﺟﺘﻤﺎﻋﻴﺔ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻮﻃﻨﻲ ﻟﻠﺸﻐﻞ ﻭﺍﻟﺪﺭﺍﺳﺎﺕ ﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﺑﺘﻮﻧﺲ","ﺇﻗﺘﺼﺎﺩ ﻭﺗﺼﺮﻑ","102.49","105.62","96.1549"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10362"," ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺘﺼﺮﻑ ﺍﻹﻟﻜﺘﺮﻭﻧﻲ ﻓﻲ ﺍﻟﻤﻌﻠﻮﻣﺎﺕ
ﺍﻟﻮﺛﺎﺋﻖ","ﻭ ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﺘﻮﺛﻴﻖ ﺑﺘﻮﻧﺲ","ﺁﺩﺍﺏ","104.2095","108.8533","108.36"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10362"," ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺘﺼﺮﻑ ﺍﻹﻟﻜﺘﺮﻭﻧﻲ ﻓﻲ ﺍﻟﻤﻌﻠﻮﻣﺎﺕ
ﺍﻟﻮﺛﺎﺋﻖ","ﻭ ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﺘﻮﺛﻴﻖ ﺑﺘﻮﻧﺲ","ﺭﻳﺎﺿﻴﺎﺕ","106.3902","0","0"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10362"," ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺘﺼﺮﻑ ﺍﻹﻟﻜﺘﺮﻭﻧﻲ ﻓﻲ ﺍﻟﻤﻌﻠﻮﻣﺎﺕ
ﺍﻟﻮﺛﺎﺋﻖ","ﻭ ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﺘﻮﺛﻴﻖ ﺑﺘﻮﻧﺲ","ﻋﻠﻮﻡ ﺗﺠﺮﻳﺒﻴﺔ","99.2467","106.2952","92.6148"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10362"," ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺘﺼﺮﻑ ﺍﻹﻟﻜﺘﺮﻭﻧﻲ ﻓﻲ ﺍﻟﻤﻌﻠﻮﻣﺎﺕ
ﺍﻟﻮﺛﺎﺋﻖ","ﻭ ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﺘﻮﺛﻴﻖ ﺑﺘﻮﻧﺲ","ﺇﻗﺘﺼﺎﺩ ﻭﺗﺼﺮﻑ","89.1669","97.6879","94.1333"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10362"," ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺘﺼﺮﻑ ﺍﻹﻟﻜﺘﺮﻭﻧﻲ ﻓﻲ ﺍﻟﻤﻌﻠﻮﻣﺎﺕ
ﺍﻟﻮﺛﺎﺋﻖ","ﻭ ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﺘﻮﺛﻴﻖ ﺑﺘﻮﻧﺲ","ﺍﻟﻌﻠﻮﻡ ﺍﻟﺘﻘﻨﻴﺔ","80.9861","90.4567","86.9592"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10362"," ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺘﺼﺮﻑ ﺍﻹﻟﻜﺘﺮﻭﻧﻲ ﻓﻲ ﺍﻟﻤﻌﻠﻮﻣﺎﺕ
ﺍﻟﻮﺛﺎﺋﻖ","ﻭ ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﺘﻮﺛﻴﻖ ﺑﺘﻮﻧﺲ","ﻋﻠﻮﻡ ﺍﻹﻋﻼﻣﻴﺔ","82.7983","74.7872","74.2205"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10363","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺘﻮﺛﻴﻖ ﻭﻋﻠﻮﻡ ﺍﻟﻤﻜﺘﺒﺎﺕ ﻭﺍﻷﺭﺷﻴﻒ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﺘﻮﺛﻴﻖ ﺑﺘﻮﻧﺲ","ﺁﺩﺍﺏ","95.41","96.4967","96.4783"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10363","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺘﻮﺛﻴﻖ ﻭﻋﻠﻮﻡ ﺍﻟﻤﻜﺘﺒﺎﺕ ﻭﺍﻷﺭﺷﻴﻒ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﺘﻮﺛﻴﻖ ﺑﺘﻮﻧﺲ","ﺭﻳﺎﺿﻴﺎﺕ","100.1067","0","0"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10363","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺘﻮﺛﻴﻖ ﻭﻋﻠﻮﻡ ﺍﻟﻤﻜﺘﺒﺎﺕ ﻭﺍﻷﺭﺷﻴﻒ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﺘﻮﺛﻴﻖ ﺑﺘﻮﻧﺲ","ﻋﻠﻮﻡ ﺗﺠﺮﻳﺒﻴﺔ","110.7873","106.4533","111.9933"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10363","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺘﻮﺛﻴﻖ ﻭﻋﻠﻮﻡ ﺍﻟﻤﻜﺘﺒﺎﺕ ﻭﺍﻷﺭﺷﻴﻒ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﺘﻮﺛﻴﻖ ﺑﺘﻮﻧﺲ","ﺇﻗﺘﺼﺎﺩ ﻭﺗﺼﺮﻑ","78.0895","84.7545","80.8122"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10363","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺘﻮﺛﻴﻖ ﻭﻋﻠﻮﻡ ﺍﻟﻤﻜﺘﺒﺎﺕ ﻭﺍﻷﺭﺷﻴﻒ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﺘﻮﺛﻴﻖ ﺑﺘﻮﻧﺲ","ﺍﻟﻌﻠﻮﻡ ﺍﻟﺘﻘﻨﻴﺔ","122.425","86.5951","94.4467"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10363","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺘﻮﺛﻴﻖ ﻭﻋﻠﻮﻡ ﺍﻟﻤﻜﺘﺒﺎﺕ ﻭﺍﻷﺭﺷﻴﻒ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﺘﻮﺛﻴﻖ ﺑﺘﻮﻧﺲ","ﻋﻠﻮﻡ ﺍﻹﻋﻼﻣﻴﺔ","81.8808","85.9036","97.9083"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10470","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻋﻠﻮﻡ ﺍﻟﺘﺮﺑﻴﺔ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻹﻃﺎﺭﺍﺕ ﺍﻟﻄﻔﻮﻟﺔ ﺑﻘﺮﻃﺎﺝ ﺩﺭﻣﺶ","ﺁﺩﺍﺏ","107.115","114.645","119.135"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10470","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻋﻠﻮﻡ ﺍﻟﺘﺮﺑﻴﺔ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻹﻃﺎﺭﺍﺕ ﺍﻟﻄﻔﻮﻟﺔ ﺑﻘﺮﻃﺎﺝ ﺩﺭﻣﺶ","ﺭﻳﺎﺿﻴﺎﺕ","89.395","89.7534","93.1484"
