"domaine","code_specialite","nom_specialite","universite","institution","baccalaureat","score_2023","score_2024","score_2025"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10470","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻋﻠﻮﻡ ﺍﻟﺘﺮﺑﻴﺔ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻹﻃﺎﺭﺍﺕ ﺍﻟﻄﻔﻮﻟﺔ ﺑﻘﺮﻃﺎﺝ ﺩﺭﻣﺶ","ﻋﻠﻮﻡ ﺗﺠﺮﻳﺒﻴﺔ","112.55","115.595","116.145"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10470","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻋﻠﻮﻡ ﺍﻟﺘﺮﺑﻴﺔ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻹﻃﺎﺭﺍﺕ ﺍﻟﻄﻔﻮﻟﺔ ﺑﻘﺮﻃﺎﺝ ﺩﺭﻣﺶ","ﺇﻗﺘﺼﺎﺩ ﻭﺗﺼﺮﻑ","112.825","123.74","117.87"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10470","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻋﻠﻮﻡ ﺍﻟﺘﺮﺑﻴﺔ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻹﻃﺎﺭﺍﺕ ﺍﻟﻄﻔﻮﻟﺔ ﺑﻘﺮﻃﺎﺝ ﺩﺭﻣﺶ","ﺍﻟﻌﻠﻮﻡ ﺍﻟﺘﻘﻨﻴﺔ","112.91","113.915","110.9686"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10470","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻋﻠﻮﻡ ﺍﻟﺘﺮﺑﻴﺔ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻹﻃﺎﺭﺍﺕ ﺍﻟﻄﻔﻮﻟﺔ ﺑﻘﺮﻃﺎﺝ ﺩﺭﻣﺶ","ﻋﻠﻮﻡ ﺍﻹﻋﻼﻣﻴﺔ","106.42","104.95","105.4769"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10470","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻋﻠﻮﻡ ﺍﻟﺘﺮﺑﻴﺔ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻹﻃﺎﺭﺍﺕ ﺍﻟﻄﻔﻮﻟﺔ ﺑﻘﺮﻃﺎﺝ ﺩﺭﻣﺶ","ﺭﻳﺎﺿﺔ","156.595","139.365","143.365"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10473","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺘﺮﺑﻴﺔ ﺍﻟﻤﺨﺘﺼﺔ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﺘﺮﺑﻴﺔ ﺍﻟﻤﺨﺘﺼﺔ","ﺁﺩﺍﺏ","125.35","128.625","127.805"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10473","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺘﺮﺑﻴﺔ ﺍﻟﻤﺨﺘﺼﺔ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﺘﺮﺑﻴﺔ ﺍﻟﻤﺨﺘﺼﺔ","ﺭﻳﺎﺿﻴﺎﺕ","86.9924","95.3026","106.6083"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10473","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺘﺮﺑﻴﺔ ﺍﻟﻤﺨﺘﺼﺔ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﺘﺮﺑﻴﺔ ﺍﻟﻤﺨﺘﺼﺔ","ﻋﻠﻮﻡ ﺗﺠﺮﻳﺒﻴﺔ","117.3333","120.1917","120.2517"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10473","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺘﺮﺑﻴﺔ ﺍﻟﻤﺨﺘﺼﺔ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﺘﺮﺑﻴﺔ ﺍﻟﻤﺨﺘﺼﺔ","ﺇﻗﺘﺼﺎﺩ ﻭﺗﺼﺮﻑ","114.5017","127.3283","121.9333"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10473","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺘﺮﺑﻴﺔ ﺍﻟﻤﺨﺘﺼﺔ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﺘﺮﺑﻴﺔ ﺍﻟﻤﺨﺘﺼﺔ","ﺍﻟﻌﻠﻮﻡ ﺍﻟﺘﻘﻨﻴﺔ","124.6683","124.4633","119.4233"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10473","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺘﺮﺑﻴﺔ ﺍﻟﻤﺨﺘﺼﺔ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﺘﺮﺑﻴﺔ ﺍﻟﻤﺨﺘﺼﺔ","ﻋﻠﻮﻡ ﺍﻹﻋﻼﻣﻴﺔ","116.3917","98.5883","108.7467"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10473","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺘﺮﺑﻴﺔ ﺍﻟﻤﺨﺘﺼﺔ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﺘﺮﺑﻴﺔ ﺍﻟﻤﺨﺘﺼﺔ","ﺭﻳﺎﺿﺔ","161.245","163.0483","162.1883"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10548","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺘﺪﺧﻞ ﺍﻻﺟﺘﻤﺎﻋﻲ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻮﻃﻨﻲ ﻟﻠﺸﻐﻞ ﻭﺍﻟﺪﺭﺍﺳﺎﺕ ﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﺑﺘﻮﻧﺲ","ﺁﺩﺍﺏ","102.095","106.405","108.6633"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10548","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺘﺪﺧﻞ ﺍﻻﺟﺘﻤﺎﻋﻲ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻮﻃﻨﻲ ﻟﻠﺸﻐﻞ ﻭﺍﻟﺪﺭﺍﺳﺎﺕ ﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﺑﺘﻮﻧﺲ","ﺇﻗﺘﺼﺎﺩ ﻭﺗﺼﺮﻑ","97.945","102.95","93.645"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10611","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺼﺤﺎﻓﺔ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﻣﻌﻬﺪ ﺍﻟﺼﺤﺎﻓﺔ ﻭﻋﻠﻮﻡ ﺍﻹﺧﺒﺎﺭ","ﺁﺩﺍﺏ","102.78","107.7875","102.0425"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10611","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺼﺤﺎﻓﺔ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﻣﻌﻬﺪ ﺍﻟﺼﺤﺎﻓﺔ ﻭﻋﻠﻮﻡ ﺍﻹﺧﺒﺎﺭ","ﺭﻳﺎﺿﻴﺎﺕ","114.0432","113.845","109"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10611","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺼﺤﺎﻓﺔ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﻣﻌﻬﺪ ﺍﻟﺼﺤﺎﻓﺔ ﻭﻋﻠﻮﻡ ﺍﻹﺧﺒﺎﺭ","ﻋﻠﻮﻡ ﺗﺠﺮﻳﺒﻴﺔ","118.8875","118.9475","112.365"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10611","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺼﺤﺎﻓﺔ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﻣﻌﻬﺪ ﺍﻟﺼﺤﺎﻓﺔ ﻭﻋﻠﻮﻡ ﺍﻹﺧﺒﺎﺭ","ﺇﻗﺘﺼﺎﺩ ﻭﺗﺼﺮﻑ","91.6592","98.26","89.945"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10611","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺼﺤﺎﻓﺔ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﻣﻌﻬﺪ ﺍﻟﺼﺤﺎﻓﺔ ﻭﻋﻠﻮﻡ ﺍﻹﺧﺒﺎﺭ","ﺍﻟﻌﻠﻮﻡ ﺍﻟﺘﻘﻨﻴﺔ","113.0275","116.3","103.035"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10611","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺼﺤﺎﻓﺔ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﻣﻌﻬﺪ ﺍﻟﺼﺤﺎﻓﺔ ﻭﻋﻠﻮﻡ ﺍﻹﺧﺒﺎﺭ","ﻋﻠﻮﻡ ﺍﻹﻋﻼﻣﻴﺔ","111.875","111.285","109.1925"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10611","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺼﺤﺎﻓﺔ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﻣﻌﻬﺪ ﺍﻟﺼﺤﺎﻓﺔ ﻭﻋﻠﻮﻡ ﺍﻹﺧﺒﺎﺭ","ﺭﻳﺎﺿﺔ","100.575","114.6925","142.74"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10612","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻻﺗﺼﺎﻝ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﻣﻌﻬﺪ ﺍﻟﺼﺤﺎﻓﺔ ﻭﻋﻠﻮﻡ ﺍﻹﺧﺒﺎﺭ","ﺁﺩﺍﺏ","97.59","98.495","97.3269"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10612","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻻﺗﺼﺎﻝ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﻣﻌﻬﺪ ﺍﻟﺼﺤﺎﻓﺔ ﻭﻋﻠﻮﻡ ﺍﻹﺧﺒﺎﺭ","ﺭﻳﺎﺿﻴﺎﺕ","106.1451","113.5825","0"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10612","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻻﺗﺼﺎﻝ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﻣﻌﻬﺪ ﺍﻟﺼﺤﺎﻓﺔ ﻭﻋﻠﻮﻡ ﺍﻹﺧﺒﺎﺭ","ﻋﻠﻮﻡ ﺗﺠﺮﻳﺒﻴﺔ","110.8018","112.392","97.0153"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10612","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻻﺗﺼﺎﻝ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﻣﻌﻬﺪ ﺍﻟﺼﺤﺎﻓﺔ ﻭﻋﻠﻮﻡ ﺍﻹﺧﺒﺎﺭ","ﺇﻗﺘﺼﺎﺩ ﻭﺗﺼﺮﻑ","94.2118","95.215","87.4484"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10612","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻻﺗﺼﺎﻝ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﻣﻌﻬﺪ ﺍﻟﺼﺤﺎﻓﺔ ﻭﻋﻠﻮﻡ ﺍﻹﺧﺒﺎﺭ","ﺍﻟﻌﻠﻮﻡ ﺍﻟﺘﻘﻨﻴﺔ","102.885","105.7985","108.595"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10612","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻻﺗﺼﺎﻝ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﻣﻌﻬﺪ ﺍﻟﺼﺤﺎﻓﺔ ﻭﻋﻠﻮﻡ ﺍﻹﺧﺒﺎﺭ","ﻋﻠﻮﻡ ﺍﻹﻋﻼﻣﻴﺔ","114.25","97.1983","104.2425"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","10612","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻻﺗﺼﺎﻝ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﻣﻌﻬﺪ ﺍﻟﺼﺤﺎﻓﺔ ﻭﻋﻠﻮﻡ ﺍﻹﺧﺒﺎﺭ","ﺭﻳﺎﺿﺔ","122.5","121.3075","153.5225"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","11120","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻋـﻠــﻢ ﺍﻻﺟﺘﻤﺎﻉ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ ﺍﻟﻤﻨﺎﺭ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺘﻮﻧﺲ","ﺁﺩﺍﺏ","109.3273","108.1503","109.4129"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","11120","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻋـﻠــﻢ ﺍﻻﺟﺘﻤﺎﻉ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ ﺍﻟﻤﻨﺎﺭ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺘﻮﻧﺲ","ﺭﻳﺎﺿﻴﺎﺕ","127.395","155.8455","0"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","11120","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻋـﻠــﻢ ﺍﻻﺟﺘﻤﺎﻉ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ ﺍﻟﻤﻨﺎﺭ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺘﻮﻧﺲ","ﻋﻠﻮﻡ ﺗﺠﺮﻳﺒﻴﺔ","122.9535","118.4831","99.5439"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","11120","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻋـﻠــﻢ ﺍﻻﺟﺘﻤﺎﻉ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ ﺍﻟﻤﻨﺎﺭ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺘﻮﻧﺲ","ﺇﻗﺘﺼﺎﺩ ﻭﺗﺼﺮﻑ","93.2381","94.3918","73.2095"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","11120","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻋـﻠــﻢ ﺍﻻﺟﺘﻤﺎﻉ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ ﺍﻟﻤﻨﺎﺭ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺘﻮﻧﺲ","ﺍﻟﻌﻠﻮﻡ ﺍﻟﺘﻘﻨﻴﺔ","118.4597","120.8565","82.7648"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","11120","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻋـﻠــﻢ ﺍﻻﺟﺘﻤﺎﻉ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ ﺍﻟﻤﻨﺎﺭ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺘﻮﻧﺲ","ﻋﻠﻮﻡ ﺍﻹﻋﻼﻣﻴﺔ","118.0531","113.939","89.8136"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","11121","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻋﻠﻢ ﺍﻟﻨـﻔـــﺲ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ ﺍﻟﻤﻨﺎﺭ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺘﻮﻧﺲ","ﺁﺩﺍﺏ","122.88","128.39","124.155"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","11121","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻋﻠﻢ ﺍﻟﻨـﻔـــﺲ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ ﺍﻟﻤﻨﺎﺭ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺘﻮﻧﺲ","ﺭﻳﺎﺿﻴﺎﺕ","153.2","157.945","156.46"
"ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﻭﺍﻟﺪﻳﻨﻴﺔ ﻭﺍﻟﺘﺮﺑﻴﺔ","11121","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻋﻠﻢ ﺍﻟﻨـﻔـــﺲ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ ﺍﻟﻤﻨﺎﺭ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﺑﺘﻮﻧﺲ","ﻋﻠﻮﻡ ﺗﺠﺮﻳﺒﻴﺔ","126.125","124.29","128.4"
